1.556811145510836525e+01,1.665479876160989647e+01,-2.062229102167182759e+01
2.384905660377359027e+01,1.462893081761006897e+01,-2.225000000000000000e+01
3.326640926640925500e+01,2.182239382239382053e+01,-1.126447876447876695e+01
3.303811659192825800e+01,2.725560538116590692e+01,-3.069506726457404966e+00
3.865488372093022917e+01,2.653395348837210577e+01,-1.580093023255813733e+01
2.958234519104084370e+01,2.437417654808959355e+01,-2.017127799736495319e+01
2.212684989429175175e+01,2.740380549682876676e+01,-1.773995771670190180e+01
1.410140845070422699e+01,2.648169014084507467e+01,-2.078591549295774854e+01
1.331894484412470092e+01,3.481055155875299079e+01,-2.423021582733812807e+01
1.239873417721518933e+01,4.549050632911391290e+01,-2.312658227848100978e+01
2.194620253164556800e+01,3.768829113924050489e+01,-1.857278481012658489e+01
2.829855537720706593e+01,3.629534510433387595e+01,-1.088282504012840946e+01
3.362704309063892083e+01,4.098068350668648918e+01,-1.188707280832095137e+01
2.448477466504263589e+01,4.465651644336176673e+01,-1.374543239951278650e+01
1.296306818181818699e+01,5.285227272727271952e+01,-2.180681818181817988e+01
2.256000000000000227e+01,5.268333333333333712e+01,-1.405166666666666941e+01
1.174525745257452058e+01,6.026558265582656304e+01,-2.062059620596205889e+01
4.778058252427183561e+01,3.011553398058251219e+01,-1.076407766990291037e+01
4.126330150068213243e+01,4.009276944065484827e+01,-1.555661664392906118e+01
4.678410596026489543e+01,4.535894039735100591e+01,-9.768211920529807912e+00
3.892980561555074814e+01,5.200431965442763271e+01,-1.180129589632829124e+01
8.822368421052630083e+00,6.515460526315789025e+01,-1.489144736842105488e+01
9.947040498442362377e+00,6.838473520249220883e+01,-6.107476635514018426e+00
5.371720116618078578e+00,5.950728862973761579e+01,-3.256559766763842845e+00
4.383795309168448284e+00,5.989552238805970319e+01,-1.366524520255863706e+01
4.076376554174061084e+00,5.295381882770871584e+01,-2.105150976909413885e+01
5.071678321678319890e+00,4.904020979020978643e+01,-1.103496503496503323e+01
1.029672897196262227e+01,4.716588785046729981e+01,-4.985981308411211899e+00
5.241379310344825626e+00,3.610689655172413381e+01,-1.495172413793103772e+01
4.109557109557115950e+00,4.407459207459206141e+01,-2.365967365967365765e+01
8.153225806451615654e+00,3.904838709677420638e+01,-2.341935483870967971e+01
5.386194029850742027e+00,2.999253731343284812e+01,-2.505970149253731449e+01
4.422809457579973014e+00,2.287621696801113558e+01,-1.646175243393602017e+01
8.814504881450488938e+00,1.871269177126916361e+01,-2.004323570432357116e+01
3.465927977839334062e+01,2.923822714681440971e+01,4.720221606648195234e+00
4.366587677725118510e+01,2.992654028436018621e+01,-2.082938388625592552e+00
4.118979591836733789e+01,2.415510204081633105e+01,7.055102040816322528e+00
5.429411764705881183e+01,2.659397417503586780e+01,1.071305595408895783e+01
5.245292014302742700e+01,2.729201430274136442e+01,9.070321811680628343e-01
5.100895140664962923e+01,3.956265984654731938e+01,-2.276214833759595990e+00
4.648014888337468165e+01,4.022952853598013689e+01,7.709677419354832750e+00
5.221604938271605079e+01,3.220061728395060641e+01,1.760339506172839208e+01
5.414897959183673493e+01,2.031224489795917520e+01,2.440816326530612912e+01
5.631121281464530171e+01,1.892448512585812637e+01,1.451716247139587779e+01
4.135699373695197778e+01,1.594154488517744994e+01,7.837160751565761529e+00
3.586196319018404211e+01,1.537730061349694211e+01,1.164417177914110368e+01
4.700120918984279683e+01,1.232648125755744672e+01,1.487303506650548002e+00
5.403267973856208073e+01,1.610784313725488914e+01,5.398692810457518476e+00
5.196774193548387188e+01,1.110752688172041758e+01,1.476989247311827569e+01
4.478659611992944178e+01,1.382186948853615149e+01,2.698765432098765871e+01
4.448752834467120465e+01,7.154195011337861843e+00,2.245578231292516591e+01
4.456505576208178354e+01,2.087236679058239019e+01,3.412267657992565262e+01
4.166893039049236336e+01,2.653820033955858548e+01,2.169609507640068102e+01
4.947818181818180960e+01,2.751272727272726115e+01,2.736545454545453993e+01
4.426715686274511086e+01,3.551102941176469585e+01,3.380269607843136725e+01
3.505560882070949447e+01,3.262511984659636255e+01,4.360210930009587571e+01
2.891071428571429180e+01,4.301510989010989761e+01,3.732967032967033560e+01
3.386406249999998863e+01,4.430625000000000568e+01,2.996406249999999716e+01
4.446412556053812182e+01,4.207847533632286741e+01,2.131390134529148384e+01
4.013461538461538680e+01,3.361730769230769056e+01,1.554423076923076508e+01
4.155813953488370771e+01,4.463307493540051496e+01,1.133720930232557578e+01
3.732861189801698742e+01,5.315722379603400327e+01,2.088101983002832185e+01
2.736468646864686605e+01,4.253300330033002297e+01,2.286633663366336577e+01
2.545342706502636076e+01,5.020562390158173116e+01,3.118804920913883905e+01
2.247495682210707457e+01,5.707944732297065116e+01,2.726597582037996403e+01
2.759674796747967207e+01,5.374634146341463747e+01,1.711382113821137807e+01
3.726712328767123950e+01,5.776438356164382526e+01,9.047945205479450692e+00
4.258666666666667311e+01,4.737777777777776578e+01,2.506666666666660603e+00
3.745627980922097322e+01,5.800476947535770478e+01,-5.659777424483252162e-01
2.865905383360521341e+01,5.239967373572594056e+01,6.559543230016316784e+00
2.344922547332186014e+01,6.268502581755592473e+01,1.880550774526678026e+01
2.527591463414634632e+01,6.416615853658535684e+01,8.137195121951222632e+00
2.659713701431492439e+01,5.561349693251534632e+01,-2.124744376278115965e+00
3.312388059701493148e+01,6.194477611940297379e+01,-8.200000000000002842e+00
2.415964912280701071e+01,6.246491228070175339e+01,-1.129473684210526585e+01
1.737431693989070425e+01,6.299726775956284541e+01,-1.394808743169399179e+01
1.793814432989690033e+01,6.443556701030928480e+01,-5.221649484536087016e+00
2.308734402852050493e+01,6.268627450980392268e+01,2.477718360071321513e-01
1.170054446460980557e+01,6.927223230490017158e+01,3.896551724137935935e+00
6.678518518518515634e+00,6.071111111111110858e+01,5.954074074074071632e+00
9.012640449438208634e+00,5.175842696629214856e+01,5.195224719101119604e+00
1.157051282051281760e+01,4.589316239316238466e+01,1.444444444444444287e+01
5.465400271370427276e+00,5.391180461329716422e+01,1.665943012211668872e+01
1.189984101748807177e+01,6.817965023847375505e+01,1.282193958664547040e+01
8.593023255813946548e+00,6.476937984496123590e+01,1.908139534883720501e+01
7.786427145708586295e+00,6.140518962075847753e+01,2.683033932135728605e+01
1.530395136778115273e+01,5.942857142857141639e+01,2.568085106382979177e+01
5.242038216560516162e+00,5.473885350318471410e+01,2.997664543524416558e+01
5.523255813953483084e+00,4.540956072351420403e+01,2.609043927648578176e+01
1.159007832898171841e+01,3.601827676240208120e+01,2.528981723237598089e+01
5.442708333333328596e+00,3.823697916666665719e+01,3.475520833333332860e+01
8.699443413729127883e+00,5.448608534322821129e+01,3.664935064935065157e+01
1.731422018348624192e+01,4.953211009174310675e+01,3.698623853211009305e+01
2.299806201550387641e+01,3.573449612403101128e+01,3.771899224806202255e+01
1.783950617283950635e+01,4.356790123456789843e+01,4.551646090534978839e+01
7.205338809034913083e+00,5.043942505133469467e+01,4.289938398357288918e+01
5.318918918918924987e+00,4.294774774774774073e+01,4.627567567567567153e+01
6.458204334365319710e+00,2.836842105263158942e+01,3.599845201238390757e+01
8.569892473118272846e+00,2.045806451612904198e+01,3.777419354838710319e+01
5.500897666068226499e+00,2.999102333931776343e+01,4.630341113105924933e+01
6.494692144373672704e+00,3.628237791932059508e+01,5.485350318471338937e+01
1.693944954128440372e+01,3.711192660550457845e+01,5.245504587155963350e+01
2.258320839580210304e+01,2.909745127436281109e+01,4.139280359820089927e+01
2.254572271386430771e+01,2.874631268436579035e+01,5.473746312684366444e+01
7.732843137254903354e+00,2.752941176470588402e+01,5.887990196078430927e+01
5.036755386565275217e+00,1.891381495564004922e+01,4.976299112801014246e+01
1.017312661498708337e+01,1.010852713178294948e+01,4.083462532299741099e+01
7.138356164383566238e+00,9.535616438356157687e+00,5.159315068493150136e+01
6.690021231422505821e+00,1.915498938428873998e+01,6.266454352441613196e+01
2.152462526766595374e+01,2.124197002141326607e+01,6.043468950749465307e+01
2.389413680781758842e+01,1.475407166123778779e+01,4.940065146579804889e+01
2.286165048543689693e+01,8.980582524270630529e-02,5.465533980582523554e+01
2.297484276729559838e+01,6.556603773584896544e+00,6.219496855345911968e+01
1.574143302180685566e+01,1.436137071651089059e+01,6.614330218068536738e+01
5.059490084985839076e+00,8.524079320113315816e+00,6.781869688385268091e+01
6.108781127129745414e+00,1.327653997378774875e+00,5.906422018348624192e+01
7.000000000000000000e+00,-1.199068684516873873e+00,4.855646100116413777e+01
8.359649122807013555e+00,-4.555555555555557135e+00,7.156432748538011879e+01
1.643884892086330751e+01,5.424460431654665626e+00,7.033453237410071779e+01
2.395679012345678416e+01,-1.904320987654330111e+00,6.976234567901235550e+01
2.838416988416987863e+01,-2.011583011583013558e+00,5.300579150579150678e+01
4.061512027491409071e+01,8.728522336769799495e-01,5.658075601374571306e+01
3.453994490358127223e+01,5.380165289256211736e+00,6.258402203856749679e+01
2.888706739526411127e+01,1.156466302367942944e+01,5.466302367941710827e+01
4.360891089108909568e+01,1.052227722772278184e+01,5.186386138613860908e+01
4.306746987951808592e+01,3.163855421686747604e+00,4.363855421686747604e+01
3.788913525498890067e+01,4.445676274944560191e+00,3.206208425720620880e+01
3.985622317596565267e+01,6.866952789699581672e+00,3.629399141630901227e+01
4.336585365853659368e+01,1.376981707317074211e+01,3.522865853658537105e+01
4.223695976154991172e+01,2.002235469448584126e+01,4.954545454545454675e+01
2.872604790419161702e+01,2.263622754491018441e+01,4.931586826347304964e+01
3.984137931034481994e+01,2.396551724137935935e+00,1.359999999999999432e+01
4.579040404040404155e+01,1.734848484848498629e+00,7.601010101010103881e+00
5.355626326963906081e+01,3.804670912951166883e+00,3.063694267515927550e+00
5.373372781065089043e+01,7.062130177514802654e+00,1.356508875739645248e+01
6.071255060728745434e+01,6.380566801619437456e+00,9.785425101214570986e+00
5.583554376657824037e+01,-2.023872679045098266e+00,9.965517241379316715e+00
6.161375661375660684e+01,-5.767195767195687495e-01,2.434920634920635507e+01
6.160532150776052163e+01,8.802660753880275024e+00,2.164745011086473880e+01
5.474104683195591292e+01,8.360881542699729607e+00,2.498347107438016224e+01
4.634437086092714253e+01,6.002207505518754260e+00,3.064679911699779780e+01
5.223890784982935998e+01,6.010238907849839052e+00,3.826962457337883450e+01
6.033130699088147253e+01,4.294832826747722265e+00,3.401519756838905550e+01
5.189497716894976520e+01,-7.853881278538807464e+00,2.936529680365296713e+01
3.799541284403670716e+01,-1.799082568807340010e+01,4.199541284403669295e+01
4.465137614678900491e+01,-1.454587155963302791e+01,4.170642201834861851e+01
